532	National Geographic Photo Camps Give Kids New Views	"In New York, San Francisco, and Washington, D.C., National Geographic's Photo Camps this summer paired underprivileged students with seasoned photogropaphers. &lt;i&gt;With photo gallery.&lt;/i&gt;"
533	"Amazon Updates Web Services Tools, Adds Alexa Access"	The Amazon Web Services (AWS) division of online retail giant Amazon.com yesterday released Amazon E-Commerce Service 4.0 and the beta version of Alexa Web Information Service.
534	Biography of a Worm	Can anything stop the next global virus outbreak? We follow the trail of one recent worm to see how the security system works--and whether it can be fixed.
535	US Stops Short of Backing Brazil on UN Council Seat	The United States stopped short of endorsing Brazil #39;s ambition for a permanent seat on an expanded UN Security Council but did say the country would be a  quot;solid candidate.
536	Ballmer strikes big rivals from Microsoft shopping list	"LISBON - Customers watching for Microsoft Corp. to make a headline-grabbing buy in the business applications market faced disappointment Tuesday as company Chief Executive Officer Steven Ballmer ruled out acquisitions of PeopleSoft Inc., Oracle Corp. and SAP AG."
537	US vetoes Gaza resolution	The United States on Tuesday vetoed an Arab-backed resolution demanding an immediate end to military operations in Gaza and a pullout of Israeli forces.
538	Avaya to buy German IP telephony vendor	"U.S. telecommunications equipment maker Avaya Inc. increased its presence in Europe to the tune of about \$635 million on Tuesday, agreeing to acquire German enterprise communications vendor Tenovis GmbH   Co. KG."
539	Poland to decide on Iraq pullout soon	"WARSAW - Poland should decide soon when to pull its troops out of Iraq and end a political debate that encourages Al-Qaeda, Prime Minister Marek Belka says."
540	Yahoo offers personal search	"Yahoo launched a new service designed to let users of its search engine save and manage their query results for accessing later and sharing with others, the company said Tuesday."
541	Tigers exercise Trammell #39;s option	The Tigers face plenty of decisions on players from here on out. Their option on the manager was a quick one. Two days after Alan Trammell completed his second season at 
542	Jaret Wright back in the postseason spotlight with Braves	"Jaret Wright couldn #39;t get much lower: Waived by a last-place team, he stood outside Houston #39;s Minute Maid Park with his luggage stacked beside him, waiting for a cab that would take him to the airport."
543	Perez struggles against the Cardinals	"Odalis Perez learned just how quickly things could unravel against the potent St. Louis Cardinals. After allowing Albert Pujols #39; first-inning home run Tuesday, Perez held the Cardinals hitless until there were two outs in the third."
544	Blair Flies to Sudan to Press for Darfur Peace (Reuters)	Reuters - Britain's Tony Blair flew to Khartoum on\Wednesday as the most senior yet in a parade of Western\government figures seeking to pressure Sudanese officials over\violence in Darfur province.
545	NBA Star Pippen Announces Retirement	"National Basketball Association star Scottie Pippen has announced his retirement from the game, leaving the Chicago Bulls team he helped lead to six NBA titles."
546	"Schilling, Ramirez Lead Red Sox to Easy Opening Win"	Curt Schilling pitched 6 2/3 innings and Manny Ramirez hit a three-run homer in a seven-run fourth frame to lead the Boston Red Sox to a 9-3 win over the host Anaheim Angels in their American League Divisional Series opener Tuesday.
547	Cape Town F1 bid	"And they plan to build a multi-million-dollar race track here for the event, an official said today.  quot;The plans for the bid are far advanced."
548	Millar and Ramirez homers highlight big Boston inning	The Red Sox thought they were going to have to earn all their runs against the Angels the hard way. Anaheim allowed the fewest numbest of unearned runs in the Majors all season (36).
549	Titans Receiver Out With Knee Injury (AP)	AP - Tennessee receiver Tyrone Calico will miss at least two to three weeks with torn cartilage in his left knee  #151; another big loss for the Titans' receiving corps.
550	Pitcairn trial views police interview tape	The court presiding over the Pitcairn Island sex trials has been shown a videotape of a police interview with one of the accused. Steven Christian denies rape but he does admit to having sex with underage girls.
551	Update 1: Hollinger to Take \$27M Charge for Suits	Hollinger International Inc. said Tuesday it will take a pretax charge of \$27 million to settle advertisers #39; lawsuits over inflated circulation numbers issued for years by the Chicago Sun-Times.
552	Wireless sensors ready to go global?	"Soon millions of the data-collection devices will be scattered around the world, but there are still many obstacles to the networks."
553	UK #39;s Diageo gets \$2.26 bln from General Mills sale	"Britain #39;s Diageo Plc (DGE.L: Quote, Profile, Research) , the world #39;s biggest spirits group raised \$2.26 billion from its sale of 49."
554	Japan Stocks Flat After Wall Street	"The Nikkei average was flat in mid-morning trade on Wednesday, bolstered by bargain-hunting of a number of blue-chip stocks after US stocks showed resilience despite a rise in oil prices to new highs."
555	Jug half full: Gophers hope to hit ground running at Michigan	"If Minnesota wants to walk out of Michigan Stadium with the Little Brown Jug for the first time since 1986, it had better hope its offense is its old self and its defense isnt."
556	HK democrats to take seats	A new crop of Hong Kong democrats are due to be sworn in to the Legislative Council.
557	Freddie tightens controls	Mortgage giant Freddie Mac announced Monday that it is shutting down some operations of its debt-securities sales division and transferring others - moves that experts said should tighten the company #39;s internal controls after an 
558	KARZAI BRAVES ELECTION RALLY TO CHEERS	"Afghanistan #39;s interim President Hamid Karzai has left his heavily fortified compound in Kabul for his first election rally, in the last week of campaigning, for this Saturday #39;s first ever direct elections."
559	"UK satisfied with peace process, says Hoon"	"ISLAMABAD, Oct 5: British Defence Secretary Geoff Hoon said on Tuesday that history would judge the pace of the peace process between Pakistan and India."
560	Afghan Race Shaping Up as Battle of the Modern and Traditional	"More than 1,000 leathery, turbaned men gathered in a cavernous village mosque Friday for a presidential campaign rally. They no longer carried rifles, and some had even brought their small sons."
561	Disappearance of baby Azaria to remain Australia's greatest mystery (AFP)	AFP - The disappearance of baby Azaria Chamberlain 24 years ago is expected to remain one of Australia's most celebrated mysteries after the coroner's office ruled here that there was no new evidence to justify reopening the case.
562	Verizon unveils wireless retriever	Cell phone contacts find their way into new phones for \$1.99 a month--without the thumb strain.
563	Stocks retreat as crude rises	"The Dow Jones industrial average fell 38.86, or 0.4 percent, to 10,177.68. The Standard  amp; Poor #39;s 500 index was down 0.69, or 0.1 percent, at 1,134."
564	British FM makes surprise trip to Iraq	"Children collect usable metal parts from the site of a car bomb explosion in Baghdad, Iraq, October 4. AP. BAGHDAD (AFP) - Britain #39;s Foreign Secretary Jack Straw paid a surprise visit to Iraq on Tuesday amid "
565	Detainees seen as minimal threat	"WASHINGTON -- Most of the alleged Al Qaeda and Taliban inmates at the US military prison at Guantanamo Bay, Cuba, are likely to be freed or sent to their home countries for further investigation because many pose little threat and are not providing much valuable intelligence, the facility's deputy commander has said."
566	"US, Iraqi Forces in New Push to Retake Rebel Zone"	"US and Iraqi forces pushed on with their second major offensive in a week Wednesday, hunting insurgents in a triangle southwest of Baghdad that has become one of Iraq #39;s most notorious hot spots."
567	House OKs Bill Imposing 'Spyware' Fines	"Companies and others that secretly install ""spyware"" programs on people's computers to quietly monitor their Internet activities would face hefty federal fines under a bill the House passed Tuesday."
568	Fujitsu to announce Nocona-based servers	"Fujitsu Computer Systems Corp. on Wednesday plans to unveil upgrades to the company's Primergy tower and rack-mounted servers that will use the 64-bit capable version of the Xeon processor, code-named Nocona."
569	PeopleSoft CEO Ousted for  #39;Situational Ethics #39;	"AccountingWEB.com - October 06, 2004 - The opening of a trial related to Oracle #39;s takeover bid of PeopleSoft featured the revelation that CEO Craig Conway was fired last week for making misleading statements about PeopleSoft #39;s sales."
570	Cardinals swing into playoff mode	"ST. LOUIS - When the St. Louis Cardinals were playing .500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted."
571	"On average, quarter was a loser (USATODAY.com)"	"USATODAY.com - In the great race between stock mutual funds and the mattress, the mattress won."
572	Hewitt Advances at Japan Open (AP)	"AP - Top seeded Lleyton Hewitt rallied to a 6-0, 3-6, 6-1 win over Japan's Gouichi Motomura on Wednesday in the second round of the Japan Open."
573	IBM delivers Websphere 6.0	"IBM on Wednesday formally announced the next major release of WebSphere, code-named Vela, which company officials see as an integral building block for both its ongoing SOA (service-oriented architecture) and On Demand strategies."
574	AMD Sheds Light on Dual-Core Plans	Upcoming Opteron chips will occupy the same space as single-core models.
575	CA aquires computer security firm	"Computer Associates International Inc., as promised, is back in the acquisition game, scooping up its second computer security company in as many months with an agreement to buy Netegrity Inc."
576	How to take the perfect penalty	A sports psychologist says how footballers should prepare themselves for the high-pressure penalties.
577	US Files WTO Case Against Europe Over Airbus Aid (Update3)	"The US filed a complaint at the World Trade Organization, arguing that European Union loans to aircraft maker Airbus SAS are an illegal subsidy."
578	Corporate tax bill nearing approval	"WASHINGTON US House and Senate negotiators, moving swiftly to finish a bill that would create more than \$100 billion in corporate tax breaks, have approved a \$10 billion buyout for tobacco farmers and rejected a Senate provision that would have subjected "
579	Afghans rocky road to historic elections	"KALAKAN, Afghanistan There were toothless old men, turbaned and gray-bearded, and young men not yet old enough to shave. There were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old son."
580	"Pacific Oil Link Is Best for Russia, Ambassador Says (Update1)"	"Russia, the world #39;s second-biggest oil exporter, will benefit most from a Siberian crude oil pipeline to the Pacific rather than to China as energy resources are needed to develop the "
581	CA to buy Netegrity for \$430 million	"com October 6, 2004, 7:36 AM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half."
582	Tiger Woods Ties the Knot with Swedish Ex-Nanny	" LONDON (Reuters) - Former world number one Tiger Woods has  married Swedish model Elin Nordegren at the luxury Sandy Lane  resort in Barbados, the Barbados Daily Nation newspaper  reported Wednesday."
583	Howard Stern: Serious business for Sirius	"Shock jock Howard Stern is jumping from radio broadcasting to satellite radio, promising to boost the ratings of the growing medium and bring his show to fans  quot;my way."
584	Phelps Seeks More Gold at World Championships	" INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the Olympics, Michael Phelps returns to the pool this week  at the world short course swimming championships seeking a  repeat of his six gold medals in Athens."
585	Investors weigh effect of oil prices	"NEW YORK Another rise in oil prices is putting some pressure on stocks, which are mixed. The Dow Jones industrial average is down 12 points at ten-thousand-165."
586	Islamic threaten women #39;s soccer tournament in Bangladesh	The organizers of Bangladesh #39;s first women #39;s soccer tournament promised to keep playing despite protests by a Muslim group that called the event  quot;indecent and against Islamic norms quot;.
587	Update 1: United Airlines to Slash US Flights	"As part of its bid to emerge profitably from bankruptcy, United Airlines announced plans Wednesday to slash its domestic flight schedule, increase its more profitable international schedule and reduce the size of its fleet over the next six months."
588	UPDATE 2-UK #39;s Linx drops ITW offer after Danaher steams in	"British company Linx Printing Technologies Plc (LPT.L: Quote, Profile, Research) dropped its backing for an earlier takeover offer on Wednesday after US firm Danaher Corp (DHR."
589	SpaceShipOne Lands After 2nd Flight	"MOJAVE, Calif. - The private manned rocket SpaceShipOne (search) streaked toward space early Monday in a bid to top an altitude of 62 miles for the second time in six days and claim the \$10 million Ansari X Prize (search)."
590	US Plutonium Shipment Reaches France	"Working under tight security from helicopters and police, port crews unloaded US military plutonium from a British ship on Wednesday after its arrival in northwest France, nuclear industry officials said."
591	Zingo keeps Manganese Bronze in red (FT.com)	"FT.com - Losses from its Zingo mobile phone cab-ordering service kept Manganese Bronze Holdings, maker of London taxis, in the red last year."
592	The Last Supernova: 400-Year-Old Explosion Imaged (SPACE.com)	"SPACE.com - Four hundred years ago this \  week, a previously unseen star suddenly appeared in the night sky. Discovered \  on Oct. 9, 1604, it was brighter than all other stars."
593	Qatar Defense Show Focuses on Videogame Technology	 DOHA (Reuters) - Rick Bracewell is driving through Baghdad  when gunmen open fire. Then a nearby dead dog strapped with  explosives blows up and his vehicle goes up in flames.
594	Ailton Weighs Rising Sun Offer	"Schalke 04 striker Ailton has revealed that he has a big bucks contract waiting for him in Japan. (My agent) put a concrete offer from Japan in front of me, quot; the reigning German Footballer of the Year told SportBild."
595	U.S. Report Undercuts Bush War Rationale	"WASHINGTON - Undercutting the Bush's administration's rationale for invading Iraq, the final report of the chief U.S. arms inspector concludes that Saddam Hussein did not vigorously pursue a program to develop weapons of mass destruction after international inspectors left Baghdad in 1998, according to lawmakers and others briefed on the report..."
596	McNealy: Microsoft needs Sun to beat IBM and Red Hat	Whatever pleasantries once existed between Sun Microsystems and Red Hat have vanished. This won #39;t come as a shock to many of you.
597	Turkey Faces Long Road to EU Membership	The European Commission #39;s cautious recommendation that Turkey begin membership negotiations puts the country a step closer to realizing its dream of joining Europe -- but 
598	Briefly: RealNetworks signs up Red Flag Linux	"roundup Plus: Microsoft ships Virtual PC 7...SGI warns of lower revenue, deeper loss...SAP taps search technology."
599	Low-Income Lending Won #39;t Take A Hit	"Will low-income families become innocent victims of the crackdown on Fannie Mae (FNM )? After all, one of Fannie #39;s official missions is to increase the rate of homeownership by expanding the pool of capital available for mortgage loans."
600	Old bones unearth new date for giant deer #39;s last stand	"A new investigation into extinctions caused by climate change has revealed that the giant deer, previously thought to have been wiped out by a cold spell 10,500 years ago, instead survived well into the modern era."
601	"IBM, partners roll out ID management suite"	"IBM Corp. and four partners on Wednesday announced what they call a ""major breakthrough"" in identity management designed to help business and government agencies protect assets, including IT systems and physical facilities, from unauthorized users."
602	"New Sony PC Boasts 1,000 GB of Storage (AP)"	"AP - Japan's Sony Corp. will begin selling a computer and home-server system in Japan with 1,000 gigabytes of hard-drive storage  #151; enough to record six TV channels for a week straight  #151; the company said."
603	Purdy Tapped as Cyber-Security Director	"The Department of Homeland Security has filled the nation's top cyber-security post after the previous chief abruptly resigned last week, choosing the former director's deputy to take over the position. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
604	IBM Updates WebSphere Application Server	"The Express version of the new WebSphere server is targeted at the small and midsized business market.  quot;The SMB market has become much more pivotal and crucial to everyone, quot; according to Yankee Group analyst Laura DiDio."
605	Four former El Paso natural gas traders charged	HOUSTON Four former El Paso Corporation natural gas traders have been charged with making false reports used to calculate the index price of natural gas.
606	"Iraq #39;s Government in Talks with Sunni, Shi #39;ite Leaders"	Iraq #39;s interim government is engaged in cease-fire talks with Sunni and Shi #39;ite leaders in an effort to restore calm to violent parts of Iraq before January #39;s scheduled election.
607	Old Bones Give New Date for Giant Deer Demise (Reuters)	"Reuters - Many large mammals were wiped out in the\last Ice Age but the Eurasian giant deer managed to survive,\scientists said on Wednesday."
608	Plutonium: rising terror threat	The radioactive element could be used to make weapons just as dangerous as enriched uranium bombs.
609	Karzai's Running Mate Survives Attack	"KABUL, Afghanistan - Campaigning for Afghanistan's first direct presidential election ended with a burst of violence Wednesday as attackers set off a bomb in a failed effort to kill interim Afghan leader Hamid Karzai's vice presidential running-mate.    Despite persistent violence, the United Nations declared this hard-luck nation ready for Saturday's vote, a historic experiment with democracy after more than two decades of unrelenting ruin, from Soviet occupation to civil war to the repressive Taliban and the thunderous U.S..."
610	"New trade war erupts over Boeing, Airbus"	"A decades-long struggle between the world #39;s two largest aircraft makers escalated into a new trade war between the United States and Europe, just as France-based Airbus stepped "
611	Sudan agrees peace plan after Blair sets deadline	Sudan agreed to a five-point peace plan for the war-torn region of Darfur yesterday after Tony Blair set a three-month deadline for an end to the long-running conflict.
612	"Guinea-Bissau Soldiers Stage Mutiny, Kill Army Chief"	Mutinous soldiers demanding pay for peacekeeping duty abroad killed the commander of Guinea-Bissau #39;s armed forces on Wednesday and seized key buildings in the capital of the former Portuguese colony.
613	Gazza goes back to school	PAUL GASCOIGNE has quit as player-coach at League Two side Boston because he wants to study for a coaching qualification. The 37-year-old former wants to complete the course before trying to get a player-manager role.
614	Stern to Join Sirius Satellite Radio	"NEW YORK - Howard Stern has long had two words for the Federal Communications Commission - and in 15 months, he can finally utter them on the air.    The self-proclaimed ""King of All Media,"" perhaps the most influential radio voice of the last 20 years, is shifting his salacious act to satellite radio and freeing himself from the increasingly harsh glare of federal regulators..."
615	Howard Stern moves radio show to Sirius	Shock jock Howard Stern announced Wednesday he #39;s taking his radio show off the public airwaves and over to Sirius satellite radio.
616	Transparent Search a Snap	SAN FRANCISCO -- A new company launched by dotcom survivor idealab aims to take a chunk out of the search market by letting users slice and dice their search results.
617	Ex-Bush Official on Cybersecurity Returns (AP)	"AP - Howard Schmidt, a highly regarded technology executive who was former special adviser to President Bush for cybersecurity, is returning to work with the Homeland Security Department on efforts to protect the nation's computer networks."
618	Sirius counting Stern boost	"Howard Stern #39;s planned defection is a tremendous coup for the emerging satellite radio industry and a setback for the already slumping field of traditional radio -- especially Viacom, which "
619	Kobe Bryant Accuser #39;s Name to Be Disclosed -Judge	"The young woman who accused basketball star Kobe Bryant of rape must disclose her identity in her civil case against him, a federal judge ruled on Wednesday."
620	Sparkling Singh targets Woods again	"If there is no rest for the wicked, then there is none either for the tormented, as represented by those members of the US Tour who are not Vijay Singh."
621	"Honeywell sues Apple, 33 others over LCD patent"	Honeywell on Wednesday announced that it has filed suit against Apple and 33 other companies for alleged patent infringement over a technology that  quot;increases the brightness of images and that reduces the appearance of certain interference effects on a 
622	"At Least 37 Killed, 52 Hurt in Pakistan Blast"	" MULTAN, Pakistan (Reuters) - At least 37 people were killed  and 52 wounded when a car bomb exploded at a rally to  commemorate an assassinated religious leader in the central  Pakistani city of Multan early on Thursday, police said."
623	Howard Stern Says He Plans to Jump to Satellite Radio	"After heavy F.C.C. fines, Howard Stern expects to deliver ""my show my way"" in the mostly unregulated medium."
624	Microsoft Includes SP2 in Windows XP Embedded	Customers using Windows XP Embedded will be able to use a downloadable preview to test the new software for conflicts with existing drivers.
625	Expansion may lead to division	"The Asia-Europe Meeting, ASEM, will hold its fifth summit in Hanoi in October amidst a recent crisis over the inclusion of Myanmar."
626	Analysis: Iran #39;s missile capabilities	"Iran has announced it has improved its missile capabilities by developing a medium-range ballistic missile, with abilities to work on longer range systems -- a steady progress that "
627	Hussein Beat Sanctions With Bribes	"Saddam Hussein made \$11 billion in illegal income and eroded the world's toughest economic embargo during his final years as Iraq's leader through shrewd schemes to secretly buy off dozens of countries, top foreign officials and major international figures,  said a new report by the chief U.S. weapons inspector released yesterday."
628	"MLB: NY Yankees 7, Minnesota 6 (12 inn.)"	"Hideki Matsui drove in Derek Jeter with a 12th-inning sacrifice fly Wednesday night, giving the New York Yankees a dramatic, 7-6 win over Minnesota."
629	Woods struggling to cope with body changes: Singh	"St Andrews, Oct 07 - Vijay Singh thinks the main reason he has replaced Tiger Woods as world number one is the American #39;s failure to adapt to changes in his body."
630	Concerns About Winter Push Oil to Record	 SINGAPORE (Reuters) - Oil prices broke into new record  territory above \$52 Thursday on heightened concerns that  supplies of heating fuels will prove inadequate during the  northern hemisphere winter.
631	Cougar Football Notes	"Houston, Texas- - Houston head football coach Art Briles finds himself in somewhat of a quandary as the Cougars prepared to play at the University of Southern Mississippi this Thursday night at MM Roberts Stadium in Hattiesburg, Miss."
632	Around The Region	"A federal judge on Wednesday ordered California to drop fraud claims seeking \$2 billion in refunds from Enron, saying the company is protected from such suits under bankruptcy law."
633	Martnez's Effort Lets Boston Fans Take Heart	Boston's Pedro Martnez put his past four starts behind him Wednesday night to post a redemptive 8-3 victory over the Anaheim Angels.
634	Santander: Rejects Spanish court tax ruling on execs	LONDON (CBS.MW) -- Spain #39;s Banco Santander (STD) said it was in  quot;complete disagreement with a judicial decision quot; on Wednesday after a Spanish court ruling on tax fraud in a case dating from the 1980s.
635	Winter Concerns Push to Record High	 SINGAPORE (Reuters) - Oil prices broke into record  territory above \$52 Thursday on heightened concerns that  supplies of heating fuels will prove inadequate during the  northern hemisphere winter.
636	Computer Associates to buy Netegrity	Corporate computing software giant Computer Associates International Inc. said yesterday it will pay \$430 million in cash to acquire Waltham data security firm Netegrity Inc.
637	Stewart hopes Silverstone can hold F1	Jackie Stewart is optimistic Silverstones place on next years Formula One calendar can be saved. Talks between Formula One chiefs and Silverstones owners are understood to be at an advanced stage 
638	Bidding is hot for hotel eyed for condos	"The Doubletree Guest Suites Hotel in Allston is for sale, and its great views of the Charles River may soon be owned instead of rented nightly."
639	Turkey is put on track for EU membership	"BRUSSELS -- In a historic move that could extend Europe's borders to the edge of the volatile Middle East, the European Union recommended yesterday setting mostly Muslim Turkey on a course for full membership in the prosperous 25-nation bloc."
640	"Boeing, Airbus competition escalates into trade war"	"A decades-long struggle between the world's two largest aircraft makers escalated into a trade war between the United States and Europe, just as France-based Airbus stepped up plans to challenge Boeing for lucrative US defense contracts."
641	St. Paul Travelers Posts Hurricane Losses	"St. Paul Travelers Co., the second-largest business insurer in the United States, said Wednesday that it estimates losses from Hurricane Ivan to be about \$94 million, and expects the losses to cut third-quarter earnings by about 14 cents per share."
642	"Phelps, fellow Olympians swimming again"	"Michael Phelps has reached the stratosphere of sports stardom: He #39;s on a first-name basis with fans.  quot;People come up to me and say,  #39;Are you Michael?"
643	Stern:  #39;I #39;m tired of censorship #39;; switches channels	The local radio galaxy tilted on its axis Wednesday when New York shock jock Howard Stern announced he would abandon the radio dial in 2006 for satellite subscriber radio.
644	Blair: Time for Excuses on Africa Is Over (Reuters)	Reuters - British Prime Minister\Tony Blair is to say Thursday that the time for excuses on\Africa is over as he chairs a meeting in Ethiopia he hopes will\turn the continent's problems into a global priority.
645	34 tech firms sued for alleged LCD patent theft	"Honeywell has issued lawsuits against 34 companies, including Dell, Apple, Sony and Toshiba alleging LCD panels used in their products infringe a 1992 patent the company holds."
646	Analysts See Post-Stern Ripple Effect	Howard Stern will leave a very different company than the Infinity Broadcasting he first joined in 1985. The Viacom-owned radio giant started out a 
647	Sports Calendar	"Bolton Over-30 women's soccer. The Close-To-Home soccer league is looking for female players 30 and olderver for the fall season for a team in the Bolton area. Interested candidates can expect refereed games, a friendly atmosphere, and renewal of basic skills. All levels of experience welcomed. Contact Miriam Kandansky at 781-442-0750 or through e-mail at Miriam.Kadanskysun.com for more details."
648	Transactions	"BASEBALL Cincinnati (NL): Announced OF John Vander Wal declined an outright assignment and elected free agency. Cleveland (AL): Designated INF Ivan Ochoa, P Jake Robbins, and OF Ernie Young for assignment. Montreal (NL): Declined to exercise its 2005 option on C Einar Diaz; assigned OF Matt Cepicky outright to Edmonton (PCL). Oakland (AL): Claimed P Tim Harikkala off waivers from ..."
649	Emotional rescue for Jones	"Jacque Jones sprinted all the way around the bases, as if he couldn't wait to share the moment."
650	CA to buy Netegrity for \$430 m	"Its biggest acquisition since 2000, marking its return to inorganic growth mode, after shelving acquisition plans due to government probes in its accounting practices."
651	Owen fitness holds the key	Michael Owen will have one last chance to prove his fitness - and possibly determine which formation England will employ against Wales on Saturday.
652	Stocks Seen Flat with Oil Above \$52	US stocks looked to open flat on Thursday under pressure from the surge in oil prices and lackluster September sales reports from US retailers.
653	"MOJAVE, CALIFORNIA: SPACEPORT"	"Monday was a big day in Mojave. Tens of thousands of spectators showed up to see Burt Rutans SpaceShipOne make its second flight from below sea level to the edge of space, and in doing so "
654	"Unisys to lay off 1,400 workers"	"Unisys Corp. plans to cut 1,400 jobs, primarily in general and administrative areas, and consolidate its office space worldwide, it announced Wednesday. The cuts represent 3.8 percent of the company's staff of 37,000."
655	Two U.S. Soldiers Killed in Iraq Bombings (AP)	"AP - Two American soldiers were killed and two others were wounded in separate bombings that occurred within hours, the U.S. military said Thursday."
656	U.S. Report: Iraq Didn't Have WMDs	"WASHINGTON - Saddam Hussein's weapons of mass destruction programs had deteriorated into only hopes and dreams by the time of the U.S.-led invasion last year, a decline wrought by the first Gulf War and years of international sanctions, the chief U.S. weapons hunter found..."
657	Canada defends submarine fleet	Canada has defended its decision to buy second-hand submarines after a crewman died from injuries sustained on one of the vessels that had broken down.
658	Team almost had another legend	"SACRAMENTO -- The one who got away, Part I. With his collection of bow ties and an academic air, Sacramento assistant coach Pete Carril would have fit perfectly among the professors and scholars in Boston. He is, after all, one of the most intelligent and respected basketball minds living."
659	UPDATE 3-Clarke cracks debut 151 as India collapse	Michael Clarke hit a sparkling 151 on his debut and a revitalised Glenn McGrath then ripped the heart out of India #39;s batting as Australia took command of the first test on Thursday.
660	Fall Classic plus	NEW YORK -- A short sacrifice fly by Hideki Matsui in the bottom of the 12th inning scored an alert Derek Jeter from third and gave the Yankees a 7-6 victory over the Minnesot Twins in Game 2 of their AL playoff series.
661	New air routes to more profits	"Major airlines can #39;t make their low-cost competitors disappear into thin air, but they can fly away from them, which they are planning to do, to overseas routes where bargain-basement carriers don #39;t go."
662	Statement by Airbus on the US Government for formal consultations &lt;b&gt;...&lt;/b&gt;	Airbus has fully supported all recent actions by the European Commission to engage with the US government in serious discussions on comprehensive new disciplines on government support.
663	 #39;Hawks primed to finally surpass Rams	Editor #39;s note: ESPN senior NFL writer John Clayton #39;s weekly  quot;First And 10 quot; column takes you around the league with a look at the best game of the week followed by primers for 10 other games.
664	"Asia-Europe Forum Grows, Myanmar Irritates"	 HANOI (Reuters) - An Asia-Europe forum accepted Myanmar and  12 other new members on Thursday ahead of a summit strained by  Yangon's human rights record and detention of democracy icon  Aung San Suu Kyi.
665	Nintendo to Unveil Handheld Upgrade	"Facing its biggest threat ever from the arrival of Sony Corp. in the portable video-game machine market, Japanese game-maker Nintendo Co."
666	CE giants  #39;readying Blu-ray camcorders #39;	"Sony, Sharp and Matsushita plan to offer camcorders based on a cut-down version of the Blu-ray Disc, and could announce product as early as next year."
667	Fujitsu Siemens profit grows 60 percent	"Fujitsu Siemens Computers (Holding) BV, Europe #39;s largest remaining computer manufacturer, posted a 60 percent leap in profit for the first half of its fiscal year on higher sales of laptops and servers to business customers, the company said Wednesday."
668	"Rugby #39;s Hill Out for Up to 9 Months, May Miss Lions (Update1)"	"Richard Hill, England #39;s World Cup- winning forward, will miss up to nine months of the rugby season because of a knee injury, ruling him out of the Six Nations and making him doubtful for next year #39;s British and Irish Lions tour."
669	Sadr aide freed as Iraq seeks pre-election calm	"could help the interim government #39;s efforts to calm rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after he got out of jail on Thursday."
670	Everyone wants a piece of Orton	Every sports collectible dealer knows the key to profit is getting in early. And the hounds are suddenly on the scent of Kyle Orton.
671	Closer Look: Astros-Braves	"com. This was not vintage Roger Clemens. On this afternoon, however, the hottest team in baseball didn #39;t need their old ace to be at top form."
672	Mauresmo breezes through	Amelie Mauresmo comfortably came through her first match since taking over at the top of the world rankings. The Frenchwoman reached the quarter-finals of the Porsche Grand Prix in Filderstadt with a 7-5 6-4 win over Switzerland #39;s Patty Schynder.
673	Boston Marathon champ Johnny Kelley dies	"Johnny Kelley, a two-time Boston Marathon champion who became a beloved figure in the history of the race by running it a record 61 times, died at 97."
674	UPDATE 1-S amp;P revises Poland outlook to stable from negative	Standard  amp; Poor #39;s Ratings Services on Thursday revised its credit ratings outlook on Poland to stable from negative supported by strength in export growth and an improvement in the country #39;s fiscal performance.
675	"Sony, Matsushita, Sharp to launch Blu-ray Disc camcorders in 2005 &lt;b&gt;...&lt;/b&gt;"	"TOKYO (AFX) - Firms that are supporting one of the next-generation optical DVD formats, the Blu-ray Disc, plan to release camcorders that record on smaller versions of the discs as early as 2005, the Nihon Keizai Shimbun reported, without citing sources."
676	Game On	"On the same day that Tiger Woods was married in Barbados, the two best golfers in the world were walking the streets of St. Andrews, Scotland."
677	"Upstarts Guatemala, Panama Face Crunch Qualifiers"	 RIO DE JANEIRO (Reuters) - Upstarts Guatemala and Panama  face crunch matches against more experienced CONCACAF opponents  Saturday as they continue their quest to qualify for a first  World Cup.
678	San Juan Airport Shuttered for an Hour (AP)	"AP - San Juan's international airport was closed for more than an hour Thursday morning after bomb-sniffing dogs alerted police to a suspicious piece of luggage, authorities said."
679	House Passes Second Anti-Spyware Bill	" WASHINGTON (Reuters) - The U.S. House of Representatives on  Thursday unanimously passed a second bill targeting  perpetrators of computer ""spyware"" that hides in users'  computers and monitors their activities."
680	Astros Try to Go Up 2-0 Over Braves (AP)	"AP - The Houston Astros try to move a step closer to winning a playoff series for the first time, taking a 1-0 lead into Thursday's Game 2 against the Atlanta Braves at Turner Field."
681	Microsoft releases fix for SP2-adware clash	"Microsoft has released a critical update for Windows Service Pack 2, designed to resolve an installation problem with a piece of adware -- but it maintains that the update isn #39;ta patch."
